Page,Image Path,Content,Table
74,uploads/images\toaz.info-7fb10-30-vol-2\page_74.png, (translated to ko),"[{'Display indication': 'AF-1', 'Diag memory': 'AF-1', 'Faulty portion': 'Main CPU', 'Defect mode': 'CPU board abnormality ①', 'Phenomenon on vehicle': 'Traveling and Material handling outputs are stopped after abnormality detection.'}, {'Display indication': 'AF-2', 'Diag memory': 'AF-2', 'Faulty portion': 'Main CPU', 'Defect mode': 'CPU board abnormality ②', 'Phenomenon on vehicle': 'Reset'}, {'Display indication': 'AF-3', 'Diag memory': 'AF-3', 'Faulty portion': 'Main CPU', 'Defect mode': 'CPU board abnormality ③', 'Phenomenon on vehicle': 'Reset'}, {'Display indication': 'AF-4', 'Diag memory': 'AF-4', 'Faulty portion': 'Main CPU', 'Defect mode': 'CPU board abnormality ④', 'Phenomenon on vehicle': 'Traveling and material handling outputs are stopped after abnormality detection.'}, {'Display indication': 'AF-5', 'Diag memory': 'AF-5', 'Faulty portion': '', 'Defect mode': 'CPU board abnormality', 'Phenomenon on vehicle': 'Swing control / PS control disabled'}, {'Display indication': 'AF-6', 'Diag memory': 'AF-6', 'Faulty portion': '', 'Defect mode': 'ROM abnormality', 'Phenomenon on vehicle': 'Swing control / PS control disabled'}, {'Display indication': 'AF-7', 'Diag memory': 'AF-7', 'Faulty portion': '', 'Defect mode': 'RAM abnormality', 'Phenomenon on vehicle': 'Swing control / PS control disabled'}, {'Display indication': 'AF-8', 'Diag memory': 'AF-8', 'Faulty portion': '', 'Defect mode': 'AD converter abnormality', 'Phenomenon on vehicle': 'Swing control / PS control disabled'}, {'Display indication': 'CD-1', 'Diag memory': 'CD-1', 'Faulty portion': 'Main drive circuit', 'Defect mode': 'Main drive circuit abnormality', 'Phenomenon on vehicle': 'Traveling disabled after abnormality indication'}, {'Display indication': 'CD-3', 'Diag memory': 'CD-3', 'Faulty portion': 'Traveling drive', 'Defect mode': 'Power supply abnormality', 'Phenomenon on vehicle': 'Traveling drive power supply is stopped.'}, {'Display indication': 'CD-4', 'Diag memory': 'CD-4', 'Faulty portion': 'Traveling drive', 'Defect mode': 'Circuit abnormality', 'Phenomenon on vehicle': ''}, {'Display indication': 'C1', 'Diag memory': 'C1', 'Faulty portion': 'Drive current sensor', 'Defect mode': 'Sensor abnormality', 'Phenomenon on vehicle': 'Traveling disabled after abnormality indication'}, {'Display indication': 'C2-1', 'Diag memory': 'C2', 'Faulty portion': 'Drive motor', 'Defect mode': 'Motor temperature overheating', 'Phenomenon on vehicle': 'Limited drive output'}, {'Display indication': 'C2-2', 'Diag memory': 'C2', 'Faulty portion': 'Drive motor', 'Defect mode': 'Temperature sensor abnormality', 'Phenomenon on vehicle': ''}, {'Display indication': 'C3', 'Diag memory': 'C3', 'Faulty portion': 'Main drive circuit', 'Defect mode': 'Temperature sensor abnormality', 'Phenomenon on vehicle': 'Limited drive output'}, {'Display indication': 'C4-1', 'Diag memory': 'C4-1', 'Faulty portion': 'Drive accelerator', 'Defect mode': 'Accelerator potentiometer abnormality ①', 'Phenomenon on vehicle': 'Traveling and material handling disabled'}, {'Display indication': 'C4-2', 'Diag memory': 'C4-2', 'Faulty portion': 'Drive accelerator', 'Defect mode': 'Accelerator potentiometer abnormality ②', 'Phenomenon on vehicle': 'Traveling and material handling disabled'}, {'Display indication': 'C4-3', 'Diag memory': 'C4-3', 'Faulty portion': 'Drive accelerator', 'Defect mode': 'Accelerator potentiometer abnormality ③', 'Phenomenon on vehicle': 'Traveling and material handling disabled'}, {'Display indication': 'C4-4', 'Diag memory': 'C4-4', 'Faulty portion': 'Drive accelerator', 'Defect mode': 'Accelerator potentiometer abnormality ④', 'Phenomenon on vehicle': 'Traveling and material handling disabled'}, {'Display indication': 'C7', 'Diag memory': 'C7', 'Faulty portion': 'Direction switch', 'Defect mode': 'Switch abnormality', 'Phenomenon on vehicle': 'Traveling disabled after abnormality detection'}, {'Display indication': 'CB-1', 'Diag memory': 'CB-1', 'Faulty portion': 'Drive motor', 'Defect mode': 'Rotary sensor abnormality ①', 'Phenomenon on vehicle': 'Traveling disabled after abnormality detection'}, {'Display indication': 'CB-2', 'Diag memory': 'CB-2', 'Faulty portion': 'Drive motor', 'Defect mode': 'Rotary sensor abnormality ②', 'Phenomenon on vehicle': 'OFF and then ON'}, {'Display indication': 'CB-1', 'Diag memory': 'CB-1', 'Faulty portion': 'MB (main contactor)', 'Defect mode': 'Contactor open', 'Phenomenon on vehicle': 'Traveling and material handling disabled'}, {'Display indication': 'CB-2', 'Diag memory': 'CB-2', 'Faulty portion': 'MB (main contactor)', 'Defect mode': 'Contactor fused', 'Phenomenon on vehicle': 'Indication only'}, {'Display indication': 'CF-1', 'Diag memory': 'CF-1', 'Faulty portion': 'CPU/ROM', 'Defect mode': 'Write abnormality ①', 'Phenomenon on vehicle': 'Traveling and material handling prohibited after abnormality detection.'}, {'Display indication': 'CF-2', 'Diag memory': 'CF-2', 'Faulty portion': 'CPU/ROM', 'Defect mode': 'Write abnormality ②', 'Phenomenon on vehicle': ''}, {'Display indication': 'CF-3', 'Diag memory': 'CF-3', 'Faulty portion': 'CPU/ROM', 'Defect mode': 'Write abnormality ③', 'Phenomenon on vehicle': ''}, {'Display indication': 'CF-4', 'Diag memory': 'CF-4', 'Faulty portion': 'CPU/ROM', 'Defect mode': 'Write abnormality ④', 'Phenomenon on vehicle': ''}, {'Display indication': 'CF-5', 'Diag memory': 'CF-5', 'Faulty portion': 'CPU/ROM', 'Defect mode': 'Write abnormality ⑤', 'Phenomenon on vehicle': ''}]"
75,uploads/images\toaz.info-7fb10-30-vol-2\page_75.png, (translated to ko),"[{'Display indication': 'ED-1', 'Diag memory': 'ED-1', 'Faulty portion': 'Main lift circuit', 'Defect mode': 'Main circuit abnormality', 'Phenomenon on vehicle': 'Material handling disabled after abnormality indication'}, {'Display indication': 'ED-3', 'Diag memory': 'ED-3', 'Faulty portion': 'Lift drive', 'Defect mode': 'Power supply abnormality', 'Phenomenon on vehicle': 'Stop of lift drive power supply'}, {'Display indication': 'ED-4', 'Diag memory': 'ED-4', 'Faulty portion': 'Lift drive', 'Defect mode': 'Circuit abnormality', 'Phenomenon on vehicle': ''}, {'Display indication': 'E1', 'Diag memory': 'E1', 'Faulty portion': 'Lift current sensor', 'Defect mode': 'Sensor abnormality', 'Phenomenon on vehicle': 'Material handling disabled after abnormality indication'}, {'Display indication': 'E2-1', 'Diag memory': 'E2-1', 'Faulty portion': 'Lift motor', 'Defect mode': 'Motor overheating', 'Phenomenon on vehicle': 'Limited lift output'}, {'Display indication': 'E2-2', 'Diag memory': 'E2-2', 'Faulty portion': 'Lift motor', 'Defect mode': 'Motor temperature sensor abnormality', 'Phenomenon on vehicle': ''}, {'Display indication': 'E3', 'Diag memory': 'E3', 'Faulty portion': 'Main lift circuit', 'Defect mode': 'Temperature sensor abnormality', 'Phenomenon on vehicle': 'Limited lift output'}, {'Display indication': 'E8', 'Diag memory': 'E8', 'Faulty portion': 'Lift motor', 'Defect mode': 'Rotary sensor abnormality', 'Phenomenon on vehicle': 'Stop of material handling operations'}, {'Display indication': 'EE-1', 'Diag memory': 'EE-1', 'Faulty portion': 'Communications system between display and main controller', 'Defect mode': 'Communication abnormality ①', 'Phenomenon on vehicle': 'Indication only'}, {'Display indication': 'EE-2', 'Diag memory': 'EE-2', 'Faulty portion': 'Communications system between display and main controller', 'Defect mode': 'Communication abnormality ②', 'Phenomenon on vehicle': 'Indication only'}, {'Display indication': 'EE-3', 'Diag memory': 'EE-3', 'Faulty portion': 'Communications system between display and main controller', 'Defect mode': 'Communication abnormality ③', 'Phenomenon on vehicle': 'Indication only (Operate under the default)'}, {'Display indication': 'EF-1', 'Diag memory': 'EF-1', 'Faulty portion': 'Main controller EEP-ROM', 'Defect mode': 'EEP-ROM abnormality ①', 'Phenomenon on vehicle': 'Operate under the default'}, {'Display indication': 'EF-2', 'Diag memory': 'EF-2', 'Faulty portion': 'Main controller EEP-ROM', 'Defect mode': 'EEP-ROM abnormality ②', 'Phenomenon on vehicle': 'Operate under the default'}, {'Display indication': 'EF-3', 'Diag memory': 'EF-3', 'Faulty portion': 'Main controller CPU', 'Defect mode': 'CPU board abnormality', 'Phenomenon on vehicle': 'Indication only'}, {'Display indication': 'EF-5', 'Diag memory': 'EF-5', 'Faulty portion': 'PS controller EEP-ROM', 'Defect mode': 'EEP-ROM abnormality ①', 'Phenomenon on vehicle': 'Swing control PS control disabled'}, {'Display indication': 'EF-6', 'Diag memory': 'EF-6', 'Faulty portion': 'PS controller EEP-ROM', 'Defect mode': 'EEP-ROM abnormality ②', 'Phenomenon on vehicle': 'Indication only'}, {'Display indication': 'FD-1', 'Diag memory': '', 'Faulty portion': 'PS main circuit', 'Defect mode': 'Main circuit abnormality', 'Phenomenon on vehicle': ''}, {'Display indication': 'F1-1', 'Diag memory': 'F1-1', 'Faulty portion': 'Communications system between main controller and display', 'Defect mode': 'Communication abnormality ①', 'Phenomenon on vehicle': 'Indication only'}, {'Display indication': 'F1-2', 'Diag memory': 'F1-2', 'Faulty portion': 'Communications system between main controller and display', 'Defect mode': 'Communication abnormality ②', 'Phenomenon on vehicle': 'Indication only'}, {'Display indication': 'FE-1', 'Diag memory': 'FE-1', 'Faulty portion': 'Communications system between PS controller and main controller', 'Defect mode': 'Communication abnormality ①', 'Phenomenon on vehicle': 'Indication only'}, {'Display indication': 'FE-2', 'Diag memory': 'FE-2', 'Faulty portion': 'Communications system between PS controller and main controller', 'Defect mode': 'Communication abnormality ②', 'Phenomenon on vehicle': 'Indication only'}, {'Display indication': 'FE-4', 'Diag memory': 'FE-4', 'Faulty portion': 'Main communications system', 'Defect mode': 'Communication abnormality ①', 'Phenomenon on vehicle': 'Material handling lock disabled PS normal control (with partial function restriction)'}, {'Display indication': 'FE-5', 'Diag memory': 'FE-5', 'Faulty portion': 'Main communications system', 'Defect mode': '', 'Phenomenon on vehicle': 'PS normal control (with partial function restriction)'}, {'Display indication': 'FE-6', 'Diag memory': 'FE-6', 'Faulty portion': 'AFS communications system', 'Defect mode': 'Communication abnormality ①', 'Phenomenon on vehicle': 'Material handling lock disabled'}, {'Display indication': 'FE-7', 'Diag memory': 'FE-7', 'Faulty portion': 'AFS communications system', 'Defect mode': 'Communication abnormality ②', 'Phenomenon on vehicle': 'Material handling lock disabled'}]"
76,uploads/images\toaz.info-7fb10-30-vol-2\page_76.png,"mask functions general in addition to the functions described in the instruction manual for use by general users, the multi-screen, multi-display provides the following mask functions for use by the service staff for vehicle maintenance and specification setting. the service functions are protected by the password so that the important internal data will not be damaged by wrong use of service functions by users by mistake. (translated to ko)","[{'Function': 'Analyzer', 'Description': 'Displays the electrical system status and reads the error information detected by controllers', 'Vehicle delivery': '—', 'Board replacement': '—', 'Others': 'Upon vehicle abnormality'}, {'Function': 'Tuning', 'Description': 'Makes fine adjustment of traveling and material handling functions.', 'Vehicle delivery': '—', 'Board replacement': 'O', 'Others': 'As requested by customer'}, {'Function': 'Specification setting', 'Description': 'Sets each vehicle option and other specifications. *1', 'Vehicle delivery': '—', 'Board replacement': 'O*2*3', 'Others': '—'}, {'Function': 'Option Setting', 'Description': 'Each control function enable/ disable', 'Vehicle delivery': '—', 'Board replacement': 'O*2*3', 'Others': '—'}, {'Function': 'Hour meter start', 'Description': 'Starts counting by the hour meter.', 'Vehicle delivery': 'O', 'Board replacement': 'O*4', 'Others': '—'}, {'Function': 'Demo mode', 'Description': 'Enables or disables the demo mode. (Material handling prohibition during traveling set at the time of delivery)', 'Vehicle delivery': '—', 'Board replacement': '—', 'Others': 'New vehicle or before demonstration'}, {'Function': 'Matching', 'Description': 'Updates voltage values of sensor signals under the standard vehicle condition.', 'Vehicle delivery': '—', 'Board replacement': 'O', 'Others': '—'}, {'Function': 'Tire constant set', 'Description': 'Makes the speedometer reading appropriate.', 'Vehicle delivery': '—', 'Board replacement': 'O', 'Others': '—'}]"
77,uploads/images\toaz.info-7fb10-30-vol-2\page_77.png,how to use the mask menu screen preparation caution: always jack up the frame until the drive wheels (front tires) leave the ground and support the vehicle with wooden block under both side frames in the front. fully lower the fork. (translated to ko),[]
78,uploads/images\toaz.info-7fb10-30-vol-2\page_78.png,"password notes on password input: 1. always operate switches displayed on the display with a finger tip. if a sharp edged tool is used, the switch may be damaged. 2. if a wrong input is found midway, turn the key switch to off and restart from the beginning. if the mask menu cannot be displayed after several attempts, the system may be faulty. (translated to ko)","[{'Step': '1', 'Operation': 'Press switches ① and ② at a time.', 'Vehicle operation': 'A short high-pitched electronic sound is given off.'}, {'Step': '2', 'Operation': 'Press switch ①.', 'Vehicle operation': 'A short high-pitched electronic sound is given off.'}, {'Step': '3', 'Operation': 'Press switch ②.', 'Vehicle operation': 'A short high-pitched electronic sound is given off.'}, {'Step': '4', 'Operation': 'Simultaneously press switches ② and ③ for 2 seconds or more. (End of password input)', 'Vehicle operation': 'A longer high-pitched electronic sound is given off.'}, {'Step': '5', 'Operation': 'The version screen appears automatically.', 'Vehicle operation': ''}, {'Step': '6', 'Operation': 'After displaying the version screen for 2 seconds, the MASK MENU screen appears automatically.', 'Vehicle operation': ''}]"
79,uploads/images\toaz.info-7fb10-30-vol-2\page_79.png,"operation on mask menu screen operation procedure 1. input the password on the normal function menu (as explained on the preceding page) to display the mask menu screen. 2. select a desired function using switches ① and ②, and use function switch ③ (set) to display the function screen or setting screen of the selected function. (translated to ko)",[]
80,uploads/images\toaz.info-7fb10-30-vol-2\page_80.png,"analyzer general 1. switching the multi-display to the analyzer mode permits checks of traveling, material handling, ehps and sas main circuits, operation systems such as the accelerator and sensor functions as well as detection of problem components. 2. full utilization of the analyzer functions helps quick, easy servicing. 3. the analyzer supports inspection of the control system and troubleshooting through full communica-tion with the traveling/material handling controller. 4. the analyzer has the following functions: (1) diagnosis memory function (diag memory) the controller stores up to 10 error codes (diagnosis codes) detected in the electrical system in the past. the diagnosis function reads these error codes and indicates them on the display. each error code is displayed with its detection time as the key on hour meter reading. (2) in/out monitor function (i/o monitor) this function displays the analog input values from individual sensors in the traveling, material handling, ehps and sas systems. monitoring the displayed values enables the quality of each circuit/sensor to be judged. ① i/o monitor1 displays the temperature and analog input voltage at the respective terminal of each electrical component detected by the controller. ② i/o monitor2 displays each switch on/off state and analog input voltages from sensors for traveling and swing control. ③ i/o monitor3 displays the material handling and mast switch on/off states and analog input voltages from material handling and mast sensors. ④ i/o monitor4 displays the on/off states of knob position correction control and other switches and the analog input voltages from respective sensors. (3) active test (active test) in the active test mode, the controller forcibly outputs an activate signal (on or off signal) to the selected item in order to permit operation check of that function. (translated to ko)",[]
81,uploads/images\toaz.info-7fb10-30-vol-2\page_81.png, (translated to ko),"[{'Analyzer menu screen': '1. I/O MONITOR', '1st row': 'DTC', '2nd row': 'DTC1', 'Description': 'Error codes are displayed together with detection time information.'}, {'Analyzer menu screen': 'Diagnosis code display', '1st row': 'DTC1', '2nd row': 'U0100 : 25', 'Description': 'Refer to the Diagnosis Code List'}, {'Analyzer menu screen': '2. I/O MONITOR', '1st row': 'LO1-1', '2nd row': 'THCO : 25', 'Description': 'Main traveling circuit temperature: °C'}, {'Analyzer menu screen': 'Traveling system', '1st row': 'LO1-2', '2nd row': 'THCM : 25', 'Description': 'Main traveling circuit temperature: °C'}, {'Analyzer menu screen': 'Temperature', '1st row': 'LO1-3', '2nd row': 'TD : 25', 'Description': 'Drive motor temperature: °C'}, {'Analyzer menu screen': '', '1st row': 'LO1-4', '2nd row': 'TP : 25', 'Description': 'Pump motor temperature: °C'}, {'Analyzer menu screen': '', '1st row': 'LO1-5', '2nd row': 'TBM : 25', 'Description': 'Battery temperature (I/O board): °C'}, {'Analyzer menu screen': '', '1st row': 'LO1-6', '2nd row': 'VBAT : 56.0', 'Description': 'Battery voltage: V'}, {'Analyzer menu screen': '', '1st row': 'LO1-7', '2nd row': 'VBMY : 60.0', 'Description': 'Voltage after key switch: V'}, {'Analyzer menu screen': '', '1st row': 'LO1-8', '2nd row': 'VBP4 : 58', 'Description': 'Voltage at P4 terminal: V'}, {'Analyzer menu screen': '', '1st row': 'LO1-9', '2nd row': 'VBMEM : 50', 'Description': 'Voltage after M4 contactor (main circuit): V'}, {'Analyzer menu screen': '', '1st row': 'LO1-10', '2nd row': 'VBMEM2 : 50', 'Description': 'Voltage after M4 contactor (I/O board): V'}, {'Analyzer menu screen': '3. I/O MONITOR', '1st row': 'LO2-1', '2nd row': 'POA : 0.70', 'Description': 'Accelerator pedal operation voltage: V'}, {'Analyzer menu screen': 'Traveling system', '1st row': 'LO2-2', '2nd row': 'POAC : 0', 'Description': 'Accelerator switch: 0 (OFF), 1 (ON)'}, {'Analyzer menu screen': 'Analog control', '1st row': 'LO2-3', '2nd row': 'DSF : 0', 'Description': 'Forward switch: 0 (OFF), 1 (ON)'}, {'Analyzer menu screen': '', '1st row': '', '2nd row': 'DSR : 0', 'Description': 'Reverse switch: 0 (OFF), 1 (ON)'}, {'Analyzer menu screen': '', '1st row': 'LO2-4', '2nd row': 'PLS : 0', 'Description': 'Deadman switch: 0 (OFF), 1 (ON)'}, {'Analyzer menu screen': '', '1st row': 'LO3-1', '2nd row': 'SPD : 0/100', 'Description': 'Drive motor rpm sensor 1: Number of pulses'}, {'Analyzer menu screen': '', '1st row': 'LO3-2', '2nd row': 'SPD2 : 0/100', 'Description': 'Drive motor rpm sensor 2: Number of pulses'}, {'Analyzer menu screen': '', '1st row': 'LO3-3', '2nd row': 'SPD : 0/100', 'Description': 'Main traveling speed: km/h'}, {'Analyzer menu screen': '', '1st row': 'LO3-4', '2nd row': 'SPDS : 0.0', 'Description': 'SPDS traveling speed: km/h'}, {'Analyzer menu screen': '', '1st row': 'LO3-5', '2nd row': 'YAW : 2.50', 'Description': 'Yaw rate sensor voltage: V'}, {'Analyzer menu screen': '', '1st row': 'LO3-6', '2nd row': 'SWA : 2.6', 'Description': 'Not used'}, {'Analyzer menu screen': '', '1st row': 'LO3-7', '2nd row': 'SWL : 1', 'Description': 'Not used'}, {'Analyzer menu screen': '4. I/O MONITOR', '1st row': 'LO3-1', '2nd row': 'SWTO : 0', 'Description': 'Tilt switch: 0 (OFF), 1 (ON)'}, {'Analyzer menu screen': 'Material handling system', '1st row': 'LO3-2', '2nd row': 'LSTF : 1', 'Description': 'Forward tilt switch: 0 (OFF), 1 (ON)'}, {'Analyzer menu screen': 'Lift control', '1st row': 'LO3-3', '2nd row': 'LSTR : 0', 'Description': 'Backward tilt switch: 0 (OFF), 1 (ON)'}, {'Analyzer menu screen': '', '1st row': '', '2nd row': 'LSAT1 : 1', 'Description': 'Attachment switch 1: 0 (OFF), 1 (ON)'}, {'Analyzer menu screen': '', '1st row': '', '2nd row': 'LSAT2 : 0', 'Description': 'Attachment switch 2: 0 (OFF), 1 (ON)'}, {'Analyzer menu screen': '', '1st row': 'LO3-4', '2nd row': 'LSP : 00', 'Description': 'Lift rotary sensor: Number of pulses'}, {'Analyzer menu screen': '', '1st row': 'LO3-5', '2nd row': 'LH : 000', 'Description': 'Lifting height sensor: 0 (OFF), 1 (ON)'}, {'Analyzer menu screen': '', '1st row': 'LO3-6', '2nd row': 'POTT : 2.50', 'Description': 'Tilt angle sensor voltage: V'}, {'Analyzer menu screen': '', '1st row': 'LO3-7', '2nd row': 'SPS : 0.50', 'Description': 'Lift sensor voltage: V'}, {'Analyzer menu screen': '5. I/O MONITOR', '1st row': 'LO4-1', '2nd row': 'S-POL : 189 (150)', 'Description': 'Steering angle body position: Actual value (target value)'}, {'Analyzer menu screen': 'Steer position correction', '1st row': 'LO4-2', '2nd row': 'S-POL : 189 (150)', 'Description': 'Steering angle body position: Actual value (target value)'}, {'Analyzer menu screen': 'control', '1st row': 'LO4-3', '2nd row': 'S-DIFF : 100', 'Description': 'Steering angle body position deviation'}, {'Analyzer menu screen': '', '1st row': 'LO4-4', '2nd row': 'SWL : 0', 'Description': 'Angle adjustment completion switch: 0 (OFF), 1 (ON)'}, {'Analyzer menu screen': '', '1st row': 'LO4-5', '2nd row': 'TIME : 2.50', 'Description': 'Angle adjustment completion voltage: V'}, {'Analyzer menu screen': '', '1st row': 'LO4-6', '2nd row': 'VDBAT : 2.50', 'Description': 'Voltage from battery current sensor: V'}, {'Analyzer menu screen': '', '1st row': 'LO4-7', '2nd row': 'AOTT : 0.00', 'Description': 'Spare'}, {'Analyzer menu screen': '', '1st row': 'LO4-8', '2nd row': 'SOPT : -0.25', 'Description': 'Spare'}, {'Analyzer menu screen': '6. ACTIVE TEST', '1st row': 'ACT-1', '2nd row': 'FAND : ON/OFF (0)', 'Description': 'Drive fan'}, {'Analyzer menu screen': 'Operation test', '1st row': 'ACT-2', '2nd row': 'FANP : ON/OFF (0)', 'Description': 'Lift fan'}, {'Analyzer menu screen': '', '1st row': 'ACT-3', '2nd row': 'SOLK : ON/OFF (0)', 'Description': 'Not used'}, {'Analyzer menu screen': '', '1st row': 'ACT-4', '2nd row': 'SOLC : ON/OFF (0)', 'Description': 'Angle position correction solenoid'}, {'Analyzer menu screen': '7. END', '1st row': '', '2nd row': '', 'Description': 'Return to Main Menu by pressing switch (3).'}]"
82,uploads/images\toaz.info-7fb10-30-vol-2\page_82.png,operation procedure (translated to ko),"[{'Switch': '1', 'Function': 'The cursor moves to the preceding item.'}, {'Switch': '2', 'Function': 'The cursor moves to the next item.'}, {'Switch': '3', 'Function': 'Enters (Changes to the test screen for the selected item.)'}]"
83,uploads/images\toaz.info-7fb10-30-vol-2\page_83.png,"diag memory the controller stores up to 10 most recent errors. the diag memory screen displays these diagnosis codes together with their detection time information (in key on hour meter reading). the most recent diagnosis code is displayed as diag 1, followed by diag 2, diag 3 and so on to diag 10. (translated to ko)",[]
84,uploads/images\toaz.info-7fb10-30-vol-2\page_84.png,vehicle abnormalities not stored in diag memory there are abnormalities that are not stored in the diagnosis memory even if the controller detects them. (translated to ko),"[{'Alarm Item': 'Parking lever ON alarm', 'Alarm content': 'Alarm occurs upon attempt at traveling with the direction switch at either forward or reverse position while the parking lever is kept applied.', 'Alarm indication': 'Alarm indication: Blinking parking brake indicator\nAlarm sound (longer high-pitched electronic sound): A short high-pitched electronic sound', 'Symbol displayed': 'P'}, {'Alarm Item': 'Parking lever OFF alarm', 'Alarm content': ""Alarm occurs when the operator leaves the operator's seat without applying the parking brake (also without turning the key switch to OFF).\nThis alarm is provided on vehicles with the deadman switch (option)."", 'Alarm indication': 'Alarm indication: Blinking parking brake indicator\nAlarm sound (longer high-pitched electronic sound)', 'Symbol displayed': 'No display'}, {'Alarm Item': 'Overdischarge alarm (lift interrupt)', 'Alarm content': 'Overdischarge of the battery is warned at the level set at the tuning (explained later) to prohibit simultaneous traveling and material handling.', 'Alarm indication': 'Alarm indication: Blinking battery charge indicator\nAlarm sound (longer high-pitched electronic sound)', 'Symbol displayed': '[Battery indicator symbol]'}, {'Alarm Item': 'Return to neutral alarm', 'Alarm content': 'Alarm occurs when the key switch is turned to ON while the direction switch is set at the forward or reverse position.', 'Alarm indication': 'Alarm sound (longer high-pitched electronic sound)', 'Symbol displayed': 'No display'}, {'Alarm Item': 'Mast matching alarm', 'Alarm content': '(1) Tilt angle sensor when the fork is horizontal\n(2) Tilt angle sensor at forward tilt limit angle\n(3) Pressure sensor in no-load state\n(4) Tire angle sensor in straight traveling\n(5) Swing angle sensor when the rear axle is in horizontal state', 'Alarm indication': 'Alarm indication (spanner symbol)', 'Symbol displayed': '[Spanner symbol]'}]"
85,uploads/images\toaz.info-7fb10-30-vol-2\page_85.png,i/o monitor1 this function displays the temperature of each electrical component and the voltage at the respective terminal. (translated to ko),[]
87,uploads/images\toaz.info-7fb10-30-vol-2\page_87.png,i/o monitor2 this function displays the on/off status of traveling and swing switches and analog input voltages of sensors. (translated to ko),"[{'Operation': 'Forward traveling', 'DSF': '1', 'DSR': '0'}, {'Operation': 'Neutral', 'DSF': '0', 'DSR': '0'}, {'Operation': 'Reverse traveling', 'DSF': '0', 'DSR': '1'}]"
89,uploads/images\toaz.info-7fb10-30-vol-2\page_89.png,i/o monitor3 this function displays the on/off status of material handling and mast control switches and analog input voltages from sensors. (translated to ko),"[{'Screen': 'I/O3-1 screen', 'Items': ['LSL: Lift switch: 0→OFF, 1→ON', 'SWTK: Tilt knob switch: 0→OFF, 1→ON'], 'Note': 'Switch ON/OFF quality judgment by operating the lift lever or tilt knob'}, {'Screen': 'I/O3-2 screen', 'Items': ['LSTF: Forward tilt switch: 0→OFF, 1→ON', 'LSTR: Backward tilt switch: 0→OFF, 1→ON'], 'Note': 'Switch ON/OFF quality judgment by operating the tilt lever to forward or backward'}, {'Screen': 'I/O3-3 screen', 'Items': ['LSAT1: Attachment switch No. 1: 0→OFF, 1→ON', 'LSAT2: Attachment switch No. 2: 0→OFF, 1→ON'], 'Note': 'Switch ON/OFF quality judgment by operating the attachment lever No. 1 or No. 2.\nFor a vehicle without attachment, the input value (ON/OFF) is not displayed.'}]"
92,uploads/images\toaz.info-7fb10-30-vol-2\page_92.png,i/o monitor4 this function displays on/off status of the knob position correction and other switches and analog input voltages from sensors. (translated to ko),"[{'Screen': 'I/O4-1 screen', 'Parameter': 'STS: Steering angle sensor', 'Value': '1→ON\n0→OFF', 'Description': 'When the steering wheel is rotated to the right or left, STS1 and STS2 repeat ON and OFF. The STS is set to upon one wheel rotation from the straight traveling position as the reference.'}, {'Screen': 'I/O4-2 screen', 'Parameter': 'K-POS: Steering angle knob position', 'Value': 'Actual value (target)', 'Description': 'Operate the steering wheel and check variation of the value.\nStandard: 80 when the steering wheel is at the neutral position\nLeft←Neutral→Right\n0 ← 80 → 160'}, {'Screen': 'I/O4-3 screen', 'Parameter': 'K-DIFF: Steering angle knob position deviation', 'Value': 'Actual value (target)', 'Description': ''}, {'Screen': 'I/O4-3 screen', 'Parameter': 'SOL: Knob position correcting solenoid', 'Value': '0→OFF\n1→ON', 'Description': 'Operate the steering wheel and check that the knob position correcting solenoid turns ON when the steering angle knob position is deviated.\nCaution:\nThe knob position is normally corrected when returning the steering wheel to the neutral (straight traveling) position.'}]"
