Page,Word,Count,Translated Word
110,from,2,from (translated to ko)
110,cpu,1,cpu (translated to ko)
110,board,3,board (translated to ko)
110,to,6,to (translated to ko)
110,dc/md,2,dc/md (translated to ko)
110,mos,1,mos (translated to ko)
110,when,1,when (translated to ko)
110,any,1,any (translated to ko)
110,abnormality,1,abnormality (translated to ko)
110,found,1,found (translated to ko)
110,in,1,in (translated to ko)
110,check,2,check (translated to ko)
110,using,1,using (translated to ko)
110,sst3.,1,sst3. (translated to ko)
110,pay,2,pay (translated to ko)
110,special,1,special (translated to ko)
110,attention,2,attention (translated to ko)
110,because,1,because (translated to ko)
110,set,1,set (translated to ko)
110,while,1,while (translated to ko)
110,sst3,1,sst3 (translated to ko)
110,set.,1,set. (translated to ko)
110,(especially,1,(especially (translated to ko)
110,battery,1,battery (translated to ko)
110,plug,1,plug (translated to ko)
110,on/off,1,on/off (translated to ko)
110,cable,1,cable (translated to ko)
110,disconnection.),1,disconnection.) (translated to ko)
110,(the,1,(the (translated to ko)
110,parenthesized,1,parenthesized (translated to ko)
110,portions,1,portions (translated to ko)
110,apply,1,apply (translated to ko)
110,circuit.),1,circuit.) (translated to ko)
111,5.8,1,5.8 (translated to ko)
111,5.,1,5. (translated to ko)
111,sst5,2,sst5 (translated to ko)
111,setting,1,setting (translated to ko)
111,method,1,method (translated to ko)
111,is,3,is (translated to ko)
111,used,2,used (translated to ko)
111,for,1,for (translated to ko)
111,judging,1,judging (translated to ko)
111,the,7,the (translated to ko)
111,quality,1,quality (translated to ko)
111,of,1,of (translated to ko)
111,spring,1,spring (translated to ko)
111,solenoid,2,solenoid (translated to ko)
111,valve,2,valve (translated to ko)
111,and,1,and (translated to ko)
111,steering,1,steering (translated to ko)
111,angle,1,angle (translated to ko)
111,correction,1,correction (translated to ko)
111,drive,3,drive (translated to ko)
111,signals.,1,signals. (translated to ko)
111,it,1,it (translated to ko)
111,to,1,to (translated to ko)
111,check,1,check (translated to ko)
111,whether,1,whether (translated to ko)
111,signal,2,signal (translated to ko)
111,from,2,from (translated to ko)
111,scpu,1,scpu (translated to ko)
111,board,2,board (translated to ko)
111,in,1,in (translated to ko)
111,ps,1,ps (translated to ko)
111,controller,1,controller (translated to ko)
111,or,1,or (translated to ko)
111,dc/sd,1,dc/sd (translated to ko)
111,defective.,1,defective. (translated to ko)
112,6.,1,6. (translated to ko)
112,sst6,4,sst6 (translated to ko)
112,setting,1,setting (translated to ko)
112,method,1,method (translated to ko)
112,is,3,is (translated to ko)
112,for,2,for (translated to ko)
112,checking,2,checking (translated to ko)
112,the,2,the (translated to ko)
112,drive,2,drive (translated to ko)
112,motor,2,motor (translated to ko)
112,speed,3,speed (translated to ko)
112,sensor,2,sensor (translated to ko)
112,signal.,1,signal. (translated to ko)
112,two,1,two (translated to ko)
112,sensors,1,sensors (translated to ko)
112,are,1,are (translated to ko)
112,used:,1,used: (translated to ko)
112,ssd1,2,ssd1 (translated to ko)
112,and,3,and (translated to ko)
112,ssd2.,1,ssd2. (translated to ko)
112,individual,1,individual (translated to ko)
112,quality,1,quality (translated to ko)
112,judgment,1,judgment (translated to ko)
112,impossible.,1,impossible. (translated to ko)
112,set,1,set (translated to ko)
112,judge,1,judge (translated to ko)
112,by,2,by (translated to ko)
112,analyzer,1,analyzer (translated to ko)
112,"""active",1,"""active (translated to ko)"
112,"test"".",1,"test"". (translated to ko)"
112,reversing,1,reversing (translated to ko)
112,ssd2,1,ssd2 (translated to ko)
112,output,1,output (translated to ko)
112,signals.,1,signals. (translated to ko)
113,sst7,3,sst7 (translated to ko)
113,setting,1,setting (translated to ko)
113,method,1,method (translated to ko)
113,is,3,is (translated to ko)
113,used,1,used (translated to ko)
113,for,1,for (translated to ko)
113,judging,1,judging (translated to ko)
113,the,3,the (translated to ko)
113,steering,1,steering (translated to ko)
113,sensor,1,sensor (translated to ko)
113,signal,2,signal (translated to ko)
113,quality.,1,quality. (translated to ko)
113,when,1,when (translated to ko)
113,"connected,",1,"connected, (translated to ko)"
113,output,1,output (translated to ko)
113,signals,1,signals (translated to ko)
113,from,1,from (translated to ko)
113,sts1,1,sts1 (translated to ko)
113,and,2,and (translated to ko)
113,sts2,1,sts2 (translated to ko)
113,are,1,are (translated to ko)
113,"reversed,",1,"reversed, (translated to ko)"
113,stsc,1,stsc (translated to ko)
113,set,1,set (translated to ko)
113,to,1,to (translated to ko)
113,on.,1,on. (translated to ko)
114,traveling,1,traveling (translated to ko)
114,and,1,and (translated to ko)
114,material,1,material (translated to ko)
114,handling,1,handling (translated to ko)
114,systems,1,systems (translated to ko)
114,troubleshooting,1,troubleshooting (translated to ko)
114,when,1,when (translated to ko)
114,an,1,an (translated to ko)
114,error,1,error (translated to ko)
114,code,1,code (translated to ko)
114,is,1,is (translated to ko)
114,displayed,1,displayed (translated to ko)
114,safety,1,safety (translated to ko)
114,monitor,1,monitor (translated to ko)
114,(,1,( (translated to ko)
114,■,1,■ (translated to ko)
114,",",1,", (translated to ko)"
114,blinking),1,blinking) (translated to ko)
114,"a0-1,",1,"a0-1, (translated to ko)"
114,a0-2:,1,a0-2: (translated to ko)
114,abnormal,1,abnormal (translated to ko)
114,controller,1,controller (translated to ko)
114,temperature,1,temperature (translated to ko)
114,rise,1,rise (translated to ko)
114,(overheat),1,(overheat) (translated to ko)
114,related,1,related (translated to ko)
114,portion,1,portion (translated to ko)
117,inspection,1,inspection (translated to ko)
117,3:,1,3: (translated to ko)
117,cn105-4,1,cn105-4 (translated to ko)
117,(37),1,(37) (translated to ko)
117,-,1,- (translated to ko)
117,c106-10,1,c106-10 (translated to ko)
117,(14),1,(14) (translated to ko)
117,voltage,1,voltage (translated to ko)
117,check,1,check (translated to ko)
117,battery,1,battery (translated to ko)
117,plug,1,plug (translated to ko)
117,"on,",1,"on, (translated to ko)"
117,key,1,key (translated to ko)
117,switch,1,switch (translated to ko)
117,on,1,on (translated to ko)
119,5.16,1,5.16 (translated to ko)
119,error,1,error (translated to ko)
119,code,1,code (translated to ko)
119,a1:,1,a1: (translated to ko)
119,high,1,high (translated to ko)
119,controller,1,controller (translated to ko)
119,voltage,1,voltage (translated to ko)
119,related,1,related (translated to ko)
119,portion,1,portion (translated to ko)
121,5-18,1,5-18 (translated to ko)
121,safety,1,safety (translated to ko)
121,monitor,1,monitor (translated to ko)
121,(■,1,(■ (translated to ko)
121,blinking),1,blinking) (translated to ko)
121,a2:,1,a2: (translated to ko)
121,abnormal,1,abnormal (translated to ko)
121,temperature,1,temperature (translated to ko)
121,rise,1,rise (translated to ko)
121,of,1,of (translated to ko)
121,cpu,1,cpu (translated to ko)
121,board,1,board (translated to ko)
121,related,1,related (translated to ko)
121,portion,1,portion (translated to ko)
122,error,1,error (translated to ko)
122,code,1,code (translated to ko)
122,a3-1:,1,a3-1: (translated to ko)
122,incorrect,1,incorrect (translated to ko)
122,charging,1,charging (translated to ko)
122,plug,1,plug (translated to ko)
122,connection,1,connection (translated to ko)
123,5.20,1,5.20 (translated to ko)
123,inspection,1,inspection (translated to ko)
123,1:,1,1: (translated to ko)
123,p1,1,p1 (translated to ko)
123,(p0)-n1,1,(p0)-n1 (translated to ko)
123,voltage,1,voltage (translated to ko)
123,check,1,check (translated to ko)
123,battery,1,battery (translated to ko)
123,plug,1,plug (translated to ko)
123,"on,",1,"on, (translated to ko)"
123,key,1,key (translated to ko)
123,switch,1,switch (translated to ko)
123,on,1,on (translated to ko)
124,a3-2:,1,a3-2: (translated to ko)
124,incorrect,1,incorrect (translated to ko)
124,battery,1,battery (translated to ko)
124,connection,1,connection (translated to ko)
125,5.22,1,5.22 (translated to ko)
125,error,1,error (translated to ko)
125,code,1,code (translated to ko)
125,a4:,1,a4: (translated to ko)
125,acceleration,1,acceleration (translated to ko)
125,switch,1,switch (translated to ko)
125,abnormality,1,abnormality (translated to ko)
125,related,1,related (translated to ko)
125,portion,1,portion (translated to ko)
126,inspection,1,inspection (translated to ko)
126,1,1,1 (translated to ko)
126,cn102,2,cn102 (translated to ko)
126,short,1,short (translated to ko)
126,circuit,1,circuit (translated to ko)
126,check,1,check (translated to ko)
126,battery,1,battery (translated to ko)
126,plug,1,plug (translated to ko)
126,"off,",1,"off, (translated to ko)"
126,connector,1,connector (translated to ko)
126,disconnection,1,disconnection (translated to ko)
127,"a6-1,",1,"a6-1, (translated to ko)"
127,"a6-3,",1,"a6-3, (translated to ko)"
127,"a6-5,",1,"a6-5, (translated to ko)"
127,a6-6:,1,a6-6: (translated to ko)
127,material,1,material (translated to ko)
127,handling,1,handling (translated to ko)
127,limit,1,limit (translated to ko)
127,switch,1,switch (translated to ko)
127,abnormality,1,abnormality (translated to ko)
128,inspection,1,inspection (translated to ko)
128,1,1,1 (translated to ko)
128,cn101,1,cn101 (translated to ko)
128,short,1,short (translated to ko)
128,circuit,1,circuit (translated to ko)
128,check,1,check (translated to ko)
128,battery,1,battery (translated to ko)
128,plug,1,plug (translated to ko)
128,off,1,off (translated to ko)
131,5.28,1,5.28 (translated to ko)
131,error,2,error (translated to ko)
131,code,4,code (translated to ko)
131,aa:,1,aa: (translated to ko)
131,cpu,8,cpu (translated to ko)
131,board,7,board (translated to ko)
131,temperature,2,temperature (translated to ko)
131,sensor,2,sensor (translated to ko)
131,abnormality,2,abnormality (translated to ko)
131,related,2,related (translated to ko)
131,portion,2,portion (translated to ko)
131,th101,1,th101 (translated to ko)
131,estimated,2,estimated (translated to ko)
131,causes,2,causes (translated to ko)
131,1.,2,1. (translated to ko)
131,defect,2,defect (translated to ko)
131,2.,1,2. (translated to ko)
131,replacement,1,replacement (translated to ko)
131,as,1,as (translated to ko)
131,the,2,the (translated to ko)
131,action,1,action (translated to ko)
131,upon,1,upon (translated to ko)
131,aa,1,aa (translated to ko)
131,display,1,display (translated to ko)
131,af:,1,af: (translated to ko)
131,*,1,* (translated to ko)
131,if,1,if (translated to ko)
131,af,1,af (translated to ko)
131,is,2,is (translated to ko)
131,"displayed,",1,"displayed, (translated to ko)"
131,replace,1,replace (translated to ko)
131,since,1,since (translated to ko)
131,it,1,it (translated to ko)
131,defective.,1,defective. (translated to ko)
132,error,1,error (translated to ko)
132,code,1,code (translated to ko)
132,c0-1:,1,c0-1: (translated to ko)
132,main,1,main (translated to ko)
132,drive,1,drive (translated to ko)
132,circuit,1,circuit (translated to ko)
132,abnormality,1,abnormality (translated to ko)
135,inspection,2,inspection (translated to ko)
135,3:,1,3: (translated to ko)
135,individual,1,individual (translated to ko)
135,tmd,2,tmd (translated to ko)
135,remove,1,remove (translated to ko)
135,each,1,each (translated to ko)
135,and,1,and (translated to ko)
135,inspect,1,inspect (translated to ko)
135,the,1,the (translated to ko)
135,respective,1,respective (translated to ko)
135,tmd.,1,tmd. (translated to ko)
137,inspection,1,inspection (translated to ko)
137,1:,1,1: (translated to ko)
137,active,1,active (translated to ko)
137,check,1,check (translated to ko)
137,between,1,between (translated to ko)
137,cn107-9,1,cn107-9 (translated to ko)
137,and,1,and (translated to ko)
137,cn110-9,1,cn110-9 (translated to ko)
137,battery,1,battery (translated to ko)
137,plug,1,plug (translated to ko)
137,off,1,off (translated to ko)
138,error,1,error (translated to ko)
138,code,1,code (translated to ko)
138,c0-4:,1,c0-4: (translated to ko)
138,travel,1,travel (translated to ko)
138,drive,1,drive (translated to ko)
138,circuit,1,circuit (translated to ko)
138,abnormality,1,abnormality (translated to ko)
139,inspection,1,inspection (translated to ko)
139,1:,1,1: (translated to ko)
139,continuity,1,continuity (translated to ko)
139,check,1,check (translated to ko)
139,between,1,between (translated to ko)
139,cn107,1,cn107 (translated to ko)
139,and,1,and (translated to ko)
139,cn110,1,cn110 (translated to ko)
139,battery,1,battery (translated to ko)
139,plug,1,plug (translated to ko)
139,off,1,off (translated to ko)
140,error,1,error (translated to ko)
140,code,1,code (translated to ko)
140,c1:,1,c1: (translated to ko)
140,drive,1,drive (translated to ko)
140,current,1,current (translated to ko)
140,sensor,1,sensor (translated to ko)
140,abnormality,1,abnormality (translated to ko)
143,safety,1,safety (translated to ko)
143,monitor,1,monitor (translated to ko)
143,(■■■,1,(■■■ (translated to ko)
143,blinking):,1,blinking): (translated to ko)
143,drive,1,drive (translated to ko)
143,motor,1,motor (translated to ko)
143,overheat,1,overheat (translated to ko)
143,(c2-1),1,(c2-1) (translated to ko)
144,error,1,error (translated to ko)
144,code,1,code (translated to ko)
144,c2-2:,1,c2-2: (translated to ko)
144,drive,1,drive (translated to ko)
144,motor,1,motor (translated to ko)
144,temperature,1,temperature (translated to ko)
144,sensor,1,sensor (translated to ko)
144,abnormality,1,abnormality (translated to ko)
145,inspection,1,inspection (translated to ko)
145,1:,1,1: (translated to ko)
145,cn102,1,cn102 (translated to ko)
145,-,1,- (translated to ko)
145,n1,1,n1 (translated to ko)
145,voltage,1,voltage (translated to ko)
145,check,1,check (translated to ko)
145,battery,1,battery (translated to ko)
145,plug,1,plug (translated to ko)
145,"on,",1,"on, (translated to ko)"
145,key,1,key (translated to ko)
145,switch,1,switch (translated to ko)
145,on,1,on (translated to ko)
146,error,1,error (translated to ko)
146,code,1,code (translated to ko)
146,c3:,1,c3: (translated to ko)
146,drive,1,drive (translated to ko)
146,main,1,main (translated to ko)
146,circuit,1,circuit (translated to ko)
146,temperature,1,temperature (translated to ko)
146,sensor,1,sensor (translated to ko)
146,abnormality,1,abnormality (translated to ko)
147,inspection,1,inspection (translated to ko)
147,1:,1,1: (translated to ko)
147,temperature,1,temperature (translated to ko)
147,sensor,1,sensor (translated to ko)
147,resistance,1,resistance (translated to ko)
147,check,1,check (translated to ko)
147,battery,1,battery (translated to ko)
147,plug,1,plug (translated to ko)
147,off,1,off (translated to ko)
148,error,1,error (translated to ko)
148,code,1,code (translated to ko)
148,c4:,1,c4: (translated to ko)
148,acceleration,1,acceleration (translated to ko)
148,potentiometer,1,potentiometer (translated to ko)
148,abnormality,1,abnormality (translated to ko)
149,inspection,1,inspection (translated to ko)
149,1:,1,1: (translated to ko)
149,acceleration,2,acceleration (translated to ko)
149,potentiometer,2,potentiometer (translated to ko)
149,individual,1,individual (translated to ko)
149,check,1,check (translated to ko)
149,sst,1,sst (translated to ko)
149,setting,1,setting (translated to ko)
149,procedure,1,procedure (translated to ko)
149,battery,2,battery (translated to ko)
149,plug,2,plug (translated to ko)
149,off,1,off (translated to ko)
149,disconnect,1,disconnect (translated to ko)
149,connector,3,connector (translated to ko)
149,cn25,1,cn25 (translated to ko)
149,and,1,and (translated to ko)
149,set,1,set (translated to ko)
149,the,3,the (translated to ko)
149,sst8,1,sst8 (translated to ko)
149,to,1,to (translated to ko)
149,on,1,on (translated to ko)
149,main,1,main (translated to ko)
149,harness,1,harness (translated to ko)
149,side.,1,side. (translated to ko)
149,"off,",1,"off, (translated to ko)"
149,disconnection,1,disconnection (translated to ko)
150,inspection,1,inspection (translated to ko)
150,2:,1,2: (translated to ko)
150,cn102,1,cn102 (translated to ko)
150,–,1,– (translated to ko)
150,n1,1,n1 (translated to ko)
150,voltage,1,voltage (translated to ko)
150,check,1,check (translated to ko)
150,battery,1,battery (translated to ko)
150,plug,1,plug (translated to ko)
150,"on,",1,"on, (translated to ko)"
150,key,1,key (translated to ko)
150,switch,1,switch (translated to ko)
150,on,1,on (translated to ko)
152,inspection,1,inspection (translated to ko)
152,1:,1,1: (translated to ko)
152,cn102-2,1,cn102-2 (translated to ko)
152,-,1,- (translated to ko)
152,n1,1,n1 (translated to ko)
152,voltage,1,voltage (translated to ko)
152,check,1,check (translated to ko)
152,battery,1,battery (translated to ko)
152,plug,1,plug (translated to ko)
152,"on,",1,"on, (translated to ko)"
152,key,1,key (translated to ko)
152,switch,1,switch (translated to ko)
152,on,1,on (translated to ko)
153,5.50,1,5.50 (translated to ko)
153,error,1,error (translated to ko)
153,code,1,code (translated to ko)
153,c7:,1,c7: (translated to ko)
153,direction,1,direction (translated to ko)
153,switch,1,switch (translated to ko)
153,abnormality,1,abnormality (translated to ko)
153,related,1,related (translated to ko)
153,portion,1,portion (translated to ko)
154,inspection,1,inspection (translated to ko)
154,1,1,1 (translated to ko)
154,cn101,1,cn101 (translated to ko)
154,-,1,- (translated to ko)
154,n1,1,n1 (translated to ko)
154,voltage,1,voltage (translated to ko)
154,check,1,check (translated to ko)
154,battery,1,battery (translated to ko)
154,plug,1,plug (translated to ko)
154,"on,",1,"on, (translated to ko)"
154,key,1,key (translated to ko)
154,switch,1,switch (translated to ko)
154,on,1,on (translated to ko)
155,error,1,error (translated to ko)
155,code,1,code (translated to ko)
155,c8:,1,c8: (translated to ko)
155,drive,1,drive (translated to ko)
155,rotary,1,rotary (translated to ko)
155,sensor,1,sensor (translated to ko)
155,abnormality,1,abnormality (translated to ko)
155,diagnosis,1,diagnosis (translated to ko)
155,memory,1,memory (translated to ko)
155,c8-1-c8-2,1,c8-1-c8-2 (translated to ko)
155,related,1,related (translated to ko)
155,portion,1,portion (translated to ko)
156,inspection,1,inspection (translated to ko)
156,1,1,1 (translated to ko)
156,cn102,1,cn102 (translated to ko)
156,-,1,- (translated to ko)
156,n1,1,n1 (translated to ko)
156,voltage,1,voltage (translated to ko)
156,check,1,check (translated to ko)
156,battery,1,battery (translated to ko)
156,plug,1,plug (translated to ko)
156,"on,",1,"on, (translated to ko)"
156,key,1,key (translated to ko)
156,switch,1,switch (translated to ko)
156,on,1,on (translated to ko)
157,error,1,error (translated to ko)
157,code,1,code (translated to ko)
157,cb-1:,1,cb-1: (translated to ko)
157,mb,1,mb (translated to ko)
157,abnormality,1,abnormality (translated to ko)
157,(open),1,(open) (translated to ko)
161,inspection,1,inspection (translated to ko)
161,5:,1,5: (translated to ko)
161,mb,2,mb (translated to ko)
161,contactor,2,contactor (translated to ko)
161,signal,1,signal (translated to ko)
161,voltage,1,voltage (translated to ko)
161,check,1,check (translated to ko)
161,disconnected,1,disconnected (translated to ko)
161,connector,1,connector (translated to ko)
161,"(cn134),",1,"(cn134), (translated to ko)"
161,battery,1,battery (translated to ko)
161,plug,1,plug (translated to ko)
161,"on,",1,"on, (translated to ko)"
161,key,1,key (translated to ko)
161,switch,1,switch (translated to ko)
161,on,1,on (translated to ko)
162,inspection,1,inspection (translated to ko)
162,7.,1,7. (translated to ko)
162,voltage,1,voltage (translated to ko)
162,measurement,1,measurement (translated to ko)
162,between,1,between (translated to ko)
162,p3,1,p3 (translated to ko)
162,and,1,and (translated to ko)
162,q201,1,q201 (translated to ko)
162,on,1,on (translated to ko)
162,cpu,1,cpu (translated to ko)
162,board,1,board (translated to ko)
163,error,1,error (translated to ko)
163,code,1,code (translated to ko)
163,cb-2:,1,cb-2: (translated to ko)
163,mb,1,mb (translated to ko)
163,fusing,1,fusing (translated to ko)
163,related,1,related (translated to ko)
163,portion,1,portion (translated to ko)
164,inspection,1,inspection (translated to ko)
164,1:,1,1: (translated to ko)
164,bat,1,bat (translated to ko)
164,-,1,- (translated to ko)
164,n1,1,n1 (translated to ko)
164,voltage,2,voltage (translated to ko)
164,check,2,check (translated to ko)
164,battery,1,battery (translated to ko)
164,plug,1,plug (translated to ko)
164,"on,",1,"on, (translated to ko)"
164,at,1,at (translated to ko)
164,key,1,key (translated to ko)
164,switch,1,switch (translated to ko)
164,off,1,off (translated to ko)
165,5.62,1,5.62 (translated to ko)
165,error,1,error (translated to ko)
165,code,1,code (translated to ko)
165,fe:,1,fe: (translated to ko)
165,communication,1,communication (translated to ko)
165,from,1,from (translated to ko)
165,ps,1,ps (translated to ko)
165,controller,1,controller (translated to ko)
165,abnormality,1,abnormality (translated to ko)
165,related,1,related (translated to ko)
165,portion,1,portion (translated to ko)
166,inspection,1,inspection (translated to ko)
166,1:,1,1: (translated to ko)
166,<for,1,<for (translated to ko)
166,fe-1>:,1,fe-1>: (translated to ko)
166,cpu,1,cpu (translated to ko)
166,board,2,board (translated to ko)
166,-,1,- (translated to ko)
166,scpu,1,scpu (translated to ko)
166,signal,1,signal (translated to ko)
166,voltage,1,voltage (translated to ko)
166,check,1,check (translated to ko)
166,1,1,1 (translated to ko)
166,battery,1,battery (translated to ko)
166,plug,1,plug (translated to ko)
166,"on,",1,"on, (translated to ko)"
166,key,1,key (translated to ko)
166,switch,1,switch (translated to ko)
166,on,1,on (translated to ko)
169,5.66,1,5.66 (translated to ko)
169,error,1,error (translated to ko)
169,code,1,code (translated to ko)
169,e0-1:,1,e0-1: (translated to ko)
169,material,1,material (translated to ko)
169,handling,1,handling (translated to ko)
169,main,1,main (translated to ko)
169,circuit,1,circuit (translated to ko)
169,abnormality,1,abnormality (translated to ko)
169,related,1,related (translated to ko)
169,portion,1,portion (translated to ko)
171,inspection,1,inspection (translated to ko)
171,1:,1,1: (translated to ko)
171,sst3,1,sst3 (translated to ko)
171,led,1,led (translated to ko)
171,status,1,status (translated to ko)
171,check,1,check (translated to ko)
171,an,1,an (translated to ko)
171,abnormal,1,abnormal (translated to ko)
171,position,1,position (translated to ko)
171,of,2,of (translated to ko)
171,the,2,the (translated to ko)
171,signal,1,signal (translated to ko)
171,circuit,1,circuit (translated to ko)
171,to,1,to (translated to ko)
171,tmp,1,tmp (translated to ko)
171,can,1,can (translated to ko)
171,be,1,be (translated to ko)
171,determined,1,determined (translated to ko)
171,by,1,by (translated to ko)
171,observing,1,observing (translated to ko)
171,on,2,on (translated to ko)
171,or,1,or (translated to ko)
171,off,1,off (translated to ko)
171,leds,1,leds (translated to ko)
171,sst3.,1,sst3. (translated to ko)
172,inspection,2,inspection (translated to ko)
172,3:,1,3: (translated to ko)
172,tmp,2,tmp (translated to ko)
172,itself,1,itself (translated to ko)
172,disconnect,1,disconnect (translated to ko)
172,each,1,each (translated to ko)
172,and,1,and (translated to ko)
172,inspect.,1,inspect. (translated to ko)
173,5.70,1,5.70 (translated to ko)
173,error,1,error (translated to ko)
173,code,1,code (translated to ko)
173,e0-3:,1,e0-3: (translated to ko)
173,material,1,material (translated to ko)
173,handling,1,handling (translated to ko)
173,drive,1,drive (translated to ko)
173,power,1,power (translated to ko)
173,supply,1,supply (translated to ko)
173,abnormality,1,abnormality (translated to ko)
173,related,1,related (translated to ko)
173,portion,1,portion (translated to ko)
175,inspection,1,inspection (translated to ko)
175,1:,1,1: (translated to ko)
175,cn106-9,1,cn106-9 (translated to ko)
175,-,1,- (translated to ko)
175,cn109-9,1,cn109-9 (translated to ko)
175,active,1,active (translated to ko)
175,check,1,check (translated to ko)
175,battery,1,battery (translated to ko)
175,plug,1,plug (translated to ko)
175,off,1,off (translated to ko)
177,inspection,1,inspection (translated to ko)
177,1:,1,1: (translated to ko)
177,cn106,1,cn106 (translated to ko)
177,-,1,- (translated to ko)
177,cn109,1,cn109 (translated to ko)
177,active,1,active (translated to ko)
177,check,1,check (translated to ko)
177,battery,1,battery (translated to ko)
177,plug,1,plug (translated to ko)
177,off,1,off (translated to ko)
179,5.76,1,5.76 (translated to ko)
179,inspection,1,inspection (translated to ko)
179,1:,1,1: (translated to ko)
179,cn104,1,cn104 (translated to ko)
179,-,1,- (translated to ko)
179,n1,1,n1 (translated to ko)
179,voltage,1,voltage (translated to ko)
179,check,1,check (translated to ko)
179,1,1,1 (translated to ko)
179,battery,1,battery (translated to ko)
179,plug,1,plug (translated to ko)
179,"on,",1,"on, (translated to ko)"
179,key,1,key (translated to ko)
179,switch,1,switch (translated to ko)
179,on,1,on (translated to ko)
181,safety,1,safety (translated to ko)
181,monitor,1,monitor (translated to ko)
181,→,1,→ (translated to ko)
181,material,1,material (translated to ko)
181,handling,1,handling (translated to ko)
181,motor,1,motor (translated to ko)
181,overheat,1,overheat (translated to ko)
181,(e2-1),1,(e2-1) (translated to ko)
182,error,1,error (translated to ko)
182,code,1,code (translated to ko)
182,e2-2:,1,e2-2: (translated to ko)
182,material,1,material (translated to ko)
182,handling,1,handling (translated to ko)
182,motor,1,motor (translated to ko)
182,temperature,1,temperature (translated to ko)
182,sensor,1,sensor (translated to ko)
182,abnormality,1,abnormality (translated to ko)
183,inspection,1,inspection (translated to ko)
183,1:,1,1: (translated to ko)
183,cn102,1,cn102 (translated to ko)
183,-,1,- (translated to ko)
183,n1,1,n1 (translated to ko)
183,voltage,1,voltage (translated to ko)
183,check,1,check (translated to ko)
183,battery,1,battery (translated to ko)
183,plug,1,plug (translated to ko)
183,"on,",1,"on, (translated to ko)"
183,key,1,key (translated to ko)
183,switch,1,switch (translated to ko)
183,on,1,on (translated to ko)
184,error,1,error (translated to ko)
184,code,1,code (translated to ko)
184,e3:,1,e3: (translated to ko)
184,material,1,material (translated to ko)
184,handling,1,handling (translated to ko)
184,main,1,main (translated to ko)
184,circuit,1,circuit (translated to ko)
184,temperature,1,temperature (translated to ko)
184,sensor,1,sensor (translated to ko)
184,abnormality,1,abnormality (translated to ko)
185,inspection,1,inspection (translated to ko)
185,1:,1,1: (translated to ko)
185,temperature,1,temperature (translated to ko)
185,sensor,1,sensor (translated to ko)
185,resistance,1,resistance (translated to ko)
185,check,1,check (translated to ko)
185,battery,1,battery (translated to ko)
185,plug,1,plug (translated to ko)
185,off,1,off (translated to ko)
186,error,1,error (translated to ko)
186,code,1,code (translated to ko)
186,e8:,1,e8: (translated to ko)
186,material,1,material (translated to ko)
186,handling,1,handling (translated to ko)
186,rotary,1,rotary (translated to ko)
186,sensor,1,sensor (translated to ko)
186,abnormality,1,abnormality (translated to ko)
188,inspection,1,inspection (translated to ko)
188,1:,1,1: (translated to ko)
188,rotary,1,rotary (translated to ko)
188,sensor,1,sensor (translated to ko)
188,resistance,1,resistance (translated to ko)
188,check,1,check (translated to ko)
188,battery,1,battery (translated to ko)
188,plug,1,plug (translated to ko)
188,"off,",1,"off, (translated to ko)"
188,cn58,1,cn58 (translated to ko)
188,disconnection,1,disconnection (translated to ko)
189,inspection,1,inspection (translated to ko)
189,3:,1,3: (translated to ko)
189,cn102,1,cn102 (translated to ko)
189,-,1,- (translated to ko)
189,n1,1,n1 (translated to ko)
189,voltage,1,voltage (translated to ko)
189,measurement,1,measurement (translated to ko)
189,battery,1,battery (translated to ko)
189,plug,1,plug (translated to ko)
189,"on,",2,"on, (translated to ko)"
189,key,1,key (translated to ko)
189,switch,1,switch (translated to ko)
189,cn58,1,cn58 (translated to ko)
189,must,1,must (translated to ko)
189,be,1,be (translated to ko)
189,connected,1,connected (translated to ko)
190,error,1,error (translated to ko)
190,code,1,code (translated to ko)
190,ee:,1,ee: (translated to ko)
190,communications,1,communications (translated to ko)
190,from,1,from (translated to ko)
190,lcd,1,lcd (translated to ko)
190,display,1,display (translated to ko)
190,abnormality,1,abnormality (translated to ko)
194,when,1,when (translated to ko)
194,no,1,no (translated to ko)
194,error,1,error (translated to ko)
194,code,1,code (translated to ko)
194,is,1,is (translated to ko)
194,displayed,1,displayed (translated to ko)
194,1.,1,1. (translated to ko)
194,vehicle,1,vehicle (translated to ko)
194,does,1,does (translated to ko)
194,not,1,not (translated to ko)
194,move,1,move (translated to ko)
194,at,1,at (translated to ko)
194,all,1,all (translated to ko)
194,(disabled,1,(disabled (translated to ko)
194,"travel,",1,"travel, (translated to ko)"
194,material,1,material (translated to ko)
194,handling,1,handling (translated to ko)
194,and,1,and (translated to ko)
194,ps,1,ps (translated to ko)
194,operations),1,operations) (translated to ko)
194,related,1,related (translated to ko)
194,portion,1,portion (translated to ko)
196,inspection,1,inspection (translated to ko)
196,1:,1,1: (translated to ko)
196,p1,1,p1 (translated to ko)
196,-,1,- (translated to ko)
196,n1,1,n1 (translated to ko)
196,voltage,1,voltage (translated to ko)
196,check,1,check (translated to ko)
196,battery,1,battery (translated to ko)
196,plug,1,plug (translated to ko)
196,on,1,on (translated to ko)
198,inspection,1,inspection (translated to ko)
198,5:,1,5: (translated to ko)
198,input,1,input (translated to ko)
198,voltage,1,voltage (translated to ko)
198,to,1,to (translated to ko)
